product_id,clean_name,manufacturer_id,dosage_form,pack_size,pack_unit
d78d6cc2,renitec,650,Tablet,10.0,strip
7b8142af,ava advanced lifting sagging skin care,3,Cream,,
0a0f2b9e,corizan,651,,10.0,strip
1f1aa73c,thymazole,652,,10.0,strip
3e583510,helena lice free,653,shampo,20.0,tube
83e8b258,mefenamark,654,Capsule,10.0,strip
2c4fe1e9,dilayt orange+zinc,3,solution,,
7ee38dd6,elfonis,655,Tablet,10.0,strip
61894844,max pregnant,656,Capsule,10.0,strip
24ab9672,permethrine,657,solution,10.0,strip
e3b8febf,yodocefol mg,658,Tablet,10.0,strip
dfc51186,royal jelly,659,Capsule,30.0,tube
aed22855,queen razors,660,Razor,10.0,strip
efb52a6e,sephora probiotic starwberry extrait face mask,661,mask,100.0,bottle
a2cd1533,avene cleanance gel gel,15,gel,15.0,tube
147c7622,acnevit,662,,10.0,strip
1d29b6d3,maxodex,181,Capsule,10.0,strip
deb4f92e,dream eyes eyeliner,663,Gown,3.0,ml
79716a93,biomed charcoal,664,tooth paste,10.0,strip
92fa1fd9,carteol l p,665,Eye Drop,10.0,strip
f11a4fc5,nimesulide,666,Tablet,10.0,strip
1e1bdc89,mydocalm labatec pharma,3,Tablet,,
bd524bc4,apmox,667,Capsule,10.0,strip
9b3d0db9,matcha kp,500,Tablet,15.0,strip
9b02a4cf,vitamins d premium,668,oral drop,15.0,strip
ca050504,oriplex for women caps,55,Capsule,15.0,tube
128a4d22,gentex,549,eye ointment,10.0,strip
30753d1c,ginkgo biloba complex,669,Tablet,10.0,ml
0ab78545,relosec,670,Capsule,10.0,strip
815c9a31,sinemet tabs italy becode,357,Tablet,20.0,tube
c64e8cc1,pana cold,149,Tablet,10.0,strip
c85d93b0,indomethacine suppositories,648,Suppository,,
6abdccc8,folidide bioactivet,671,Tablet,10.0,strip
37837b14,supofen ml basi,672,Syrup,10.0,strip
b368c1e5,telfast,100,Tablet,10.0,strip
dfd027d9,deniz spray b + bioten,3,Spray,,
3f72eb0c,tears guard orchidia,673,drop,100.0,bottle
a4571d4c,butadin salbutamol syrup,102,Syrup,100.0,bottle
65474731,ergogyl iu,117,,10.0,strip
be702de3,yaltormin sr,674,Tablet,10.0,strip
e598d7f2,joly large adet,675,daibi,10.0,strip
cba76511,daktacort cream belgium,595,Cream,15.0,tube
ae8fa2b6,femin complex,269,Tablet,10.0,strip
53316baa,foyomed,676,Syrnge,10.0,strip
ce87b0e5,pradaxa,677,Capsule,10.0,strip
15ab0fd4,vichy traitement anti transpirant h,3,roll,,
7a1fd6a1,daiamil milk,122,milk,10.0,strip
f31aa725,finpecia,2,Tablet,15.0,strip
c8984711,stress wellness ashvagandha,3,Capsule,,
c9bc0aff,inbaxa,349,Tablet,7.0,strip
39ce3152,higeen antibacterial wips,396,klins,75.0,gm
6eab1fc7,billy boy fun selection,678,,,
14ef1eec,deadly shark,679,Spray,10.0,strip
f1663ce9,goodplast,680,plaster,10.0,strip
dd0bd410,nervax,207,Capsule,10.0,strip
13208572,anaprivin,488,Eye Drop,10.0,strip
ba81030d,klavunat atabay,681,Tablet,10.0,strip
7a014c3e,estelle & thild multi action facial toner,3,Toner,,
c9326e22,joy drops vagina tightener gel,252,Gel,,
ee4b46a5,studex gwara gwe,117,Ear cotton,60.0,bottle
af1cf393,mili sol ns,682,SOLUTION,4.0,strip
904f98da,serex quetiapine,63,Tablet,10.0,strip
237225fb,bones & immunity d iu,3,Capsule,,
5dd76d58,antiox_all,683,Tablet,10.0,strip
31e10abc,eliza,684,,10.0,strip
77752222,r o c s brackets & ortho pro mild mint,3,tooth paste,,
e4c2ed08,perfecta epilady body hair removal cream,3,hair removal,,
dfb6ea8f,chloreye,685,eye ointment,10.0,strip
6556f339,fresh care,529,solution,10.0,strip
43c9eab2,avene + tinted fluid,3,Fluide,,
16ad1545,black clean toothpaste,686,tooth paste,50.0,tube
50492ed5,babys knee protection pad,511,pad,,
f269a1ed,hydroxy cut hardcore elite,3,Powder,,
6d346773,hydrazid,2,Tablet,10.0,strip
ae5a1989,betahistine stada,144,Tablet,10.0,strip
51d0d0b2,urixtra d,687,,10.0,strip
544fa32d,mostal solution,688,solution,60.0,bottle
9dc5b896,inopharm niacinamide + salicylic acid,3,Foam,,
9ca3a295,figo pflaster strips,689,plaster,170.0,bottle
2e0a0cf7,cavit junior,690,Syrup,10.0,strip
95c372ff,differin gel,691,Gel,15.0,tube
3d0b34fa,flchae mshakal,659,Brush,10.0,strip
3455f606,la luxe magical cover +,3,foundation,,
8889b58a,olzan mg dar aldawa,692,,10.0,strip
71a5f6bf,cerita herbal tonic,693,solution,2.0,ml
cc22c2cc,satessa tampons super stuck,3,tampons,,
147ef27e,novex iu,694,Vial pack,10.0,strip
610b9e48,actifed syrup egypt,138,Syrup,100.0,bottle
b5c25de0,eva cold collagen anti ageing,695,serum,10.0,strip
43f84e2d,"ra , ,",696,Syrup,10.0,strip
756b5a58,collagen beauty,442,Capsule,15.0,tube
2adb29f4,tonpular xl,63,Capsule,10.0,strip
9594015c,disaar olive oil,697,oil,10.0,strip
d0d7aa73,clear anti dandruff ice cool menthol,698,Shampoo,100.0,bottle
f9ff85ee,mesone,292,Cream,10.0,strip
24379532,panadol sur,699,Tablet,10.0,strip
adec1658,ferrous sulphate,700,Tablet,10.0,strip
778899e2,splat sensitive soft toothbrush,3,toothbrush,,
c7ca6b96,dercos energising conditioner,498,Conditioner,60.0,bottle
5a937927,neurotop,701,Tablet,10.0,strip
b4ebdefe,sleep on,702,drop,10.0,strip
98657209,grisolin,703,,10.0,strip
3f9c1ff3,plavigrelawa,446,Tablet,10.0,strip
85958cd3,conjoy thin,584,condoms,10.0,strip
0bb4cddb,wisdom gum health medium,3,toothbrush,,
ed16fbbe,doxycycline korus,267,Capsule,10.0,strip
eaeb4d30,deep freez gel m pain relief gel,704,gel,30.0,tube
c269f82a,levocetirizine ozon,257,Tablet,10.0,strip
80bdcce3,alpi fresh body care,3,ointment,,
e489af63,listerine cool mint,705,solution,,
1970e196,nutricaoch hair & nail capsules,3,Capsule,,
bb3ec348,babe facial sunscreen oil free spf,3,Cream,,
41f87f92,sugarbearhair vitamins,3,Gummies,,
e37e9e58,gate eye drops ajanta,99,Eye Drop,5.0,bottle
28d73063,prolia turkey,706,Injection,10.0,strip
ccc5e01b,thrombo ass gerot lannach,3,Tablet,,
c563e297,monleraz,707,Tablet,10.0,strip
08d52f95,calcium d & k,708,Tablet,15.0,strip
f6fdff4b,bioxsine anti hair loss herbal mle for normal dry hair,3,Shampoo,,
626a594a,infusion set,407,,100.0,bottle
ebffa31c,alpha cal,709,Capsule,10.0,strip
d4df50a8,lovely gel,99,Gel,5.0,bottle
fcc379be,lavar medium dental toothbrush,3,toothbrush,,
28b6880c,offer_,710,,10.0,strip
aa33ffc0,r o c s sensitive soft,10,toothbrush,100.0,bottle
7f3f3206,gerovital stop acne cream gel,454,Gel-Cream,30.0,tube
b3ac7c61,quetiapine neuraxpharm,3,Tablet,,
092bccd1,neon waterproof plaster,70,plaster,,
9e563934,co tabuvan,711,Tablet,10.0,strip
f8ec86ea,viramed,712,eye ointment,100.0,units
1bb85a80,barrad,713,Gel,10.0,strip
ca7cb9e7,avent m+ natural,201,sara mama,10.0,strip
9d9cf03e,succinic acid acne tratment,3,treatment,,
1415bcf4,ghr growth hormone releaser,3,Tablet,,
8b690e7f,shagul med,283,,10.0,strip
cc4bec54,snorer oral spray clem pharma,63,,15.0,ml
01e4d325,mami lac lf,31,milk,10.0,strip
7c65efcf,wisdom natural elements,117,tooth paste,,
180fb3c7,ferro c,586,Capsule,10.0,strip
3e509896,pyxfenac,714,Tablet,10.0,strip
628279ef,babe sebum regulaing mask,3,MASK,,
a74fe797,la luxe satin blush,393,Blush,10.0,ml
1a095252,paracetamol adipharm,307,Tablet,10.0,strip
da760b36,nano face moisturizing cream,99,Cream,100.0,tube
7e014da9,molfix midi kg adet,63,,15.0,strip
efff8efe,tampax pearl compak super adad,3,tampons,,
6009974d,kalimexin cough syrup,715,Syrup,100.0,bottle
e1f02647,sitago met sitagliptin metformin,144,Tablet,10.0,strip
7a943e32,vitaxine,620,Syrup,4.0,strip
0447d641,new flageed,540,vaginal ovuel,10.0,strip
ce279468,loreal elvital hydra,252,Shampoo,10.0,strip
e8da220f,linrose sulphur,223,soap,60.0,bottle
0e20d008,kodex nach classic aloe vera,3,condoms,,
79c6b941,tylenol strength caplets mg caplets,3,Caplet,,
6c4dc240,fresh mouth spray strawberry,716,Spray,15.0,bottle
9bf9387c,humulin,717,Injection,10.0,strip
58d60e81,irofen,718,vial,10.0,strip
ad17620a,elegant uveelite spf +,105,sunscreen,,
fe5bacce,lacalut flora,719,tooth paste,10.0,strip
fcf16638,olaplex n conditioner,498,Shampoo,60.0,bottle
9c633ffd,fosfoseptic m,16,sachet,,
49181fc9,optisoft comfort italy,720,,5.0,bottle
396320b9,deflat,721,Chewable Tablet,10.0,strip
a3bdd2ad,aquaplan isotonic solution for adult,16,Spray,100.0,bottle
26fc6978,vichy energising hair loss shampoo ml,3,Shampoo,,
100ff0df,fat burner,2,Powder,,
a6680b84,piocine,341,Tablet,10.0,strip
b78fb25f,oro d iu,722,Tablet,4.0,strip
1e03969c,aspegic adultes,723,sachet,90.0,gm
e426759c,rozuvin,724,Tablet,10.0,strip
9c3e5969,losartes,16,Tablet,15.0,strip
ff9e1523,flucosan,725,Capsule,1.0,strip
5cf9c4df,vitis medium,31,toothbrush,10.0,strip
11ed4313,nexium sachet assli,393,sachet,15.0,gm
68f24a95,avene cicalfate scar gel,3,Gel,,
2c7bb866,avenue,162,Tablet,10.0,strip
fda08c47,pearly skin whitening formula,3,Capsule,,
8be5d07c,depo medrol turkey,726,Amp,5.0,ml
affbb9ef,alfacort ointment,378,Ointment,5.0,tube
a37995ca,adva zinc,727,Tablet,6.0,strip
2fe19ff2,pioverin,728,Tablet,10.0,strip
7339ac51,ha li ta fluoride,729,tooth paste,,
282e6a8c,aura stop,103,Tablet,10.0,strip
c0515c69,rugard urea repair bodylotion,599,Lotion,60.0,ml
c7455b3a,duloxetine,173,Tablet,10.0,strip
5926da69,cleanance hydra,730,Cream,10.0,strip
ec4e0140,captopril,393,Tablet,10.0,strip
138c1cbe,clindacin t,731,solution,10.0,strip
12f1a0ae,tm oil,732,cleanser,10.0,strip
2b79461c,lovely girl,63,Gel,10.0,strip
2064527f,z+ zinc pour grandir,3,Syrup,,
b319609f,anti acne oral solution,653,,30.0,bottle
0491ff7e,rioxaban,393,Tablet,14.0,strip
7a780844,clemastine amin,733,Tablet,10.0,strip
2f184566,gastrofam ataby,62,,10.0,strip
8ca4acd0,mucosoft sachet,733,sachet,1.0,gm
bb326815,saka gwara,607,,75.0,gm
6201932c,norgesic m,734,Tablet,10.0,strip
8385e7aa,jonson baby shampoo ml,735,Shampoo,60.0,bottle
141d90ef,prizma vial,736,vial,10.0,strip
6433391f,good cotton pcs,737,gwe pakarawa,10.0,strip
8d075fae,bioderma photoderm ar spf + natural,3,Cream,,
68ca08a5,xerovit i u,738,ointment,10.0,strip
fa315596,esso mg,739,Capsule,10.0,strip
789b79ae,avent classic adad m+,3,Bottle milk.,,
07a82a9b,telmisartan hct accord,96,Tablet,30.0,units
c17691a1,biofresh rose virginity,740,soap,10.0,bottle
1f0b11f2,bravex,694,Capsule,10.0,strip
3440b4ea,medisist salicylic acid pcs,309,plaster,14.0,strip
f1bd9482,meropenem venus pharma,3,Vial,,
9bdcfd83,ors powder strawberry,741,,23.0,gm
be234c33,sinoz body whitening cram,3,Cream,,
1ef4be09,decandrolone,313,Ampoule,10.0,strip
1926f25d,splat ultra sensitive soft toothbrush,3,toothbrush,,
765dee97,tenoretic astrazeneca,742,Tablet,10.0,strip
76985351,lilynausea,254,Tablet,10.0,strip
ec00a657,caldimag,743,sachet,10.0,strip
18b1c27a,vertigoheel,744,,10.0,strip
08263ac5,betamethasone lotion,197,lotion,20.0,bottle
2edca5ec,dewy liquid blush hope,207,liquid blush,100.0,bottle
6bb560a3,aprazole* sheet,745,Capsule,10.0,strip
2135cb1f,partemol,45,solution,6.0,strip
d1a9ec0b,pantoprazole gastro resistant,144,Tablet,,
60a71ab8,mentat,305,Syrup,10.0,strip
af292eca,jantar amber & charcoal greasy hair,3,Shampoo,,
f1237c9d,nupentin mylan,305,Capsule,10.0,strip
c86ff80e,black clean whitening +enamel strengthening,3,tooth paste,,
68a7cda6,glipita,286,Tablet,10.0,strip
4de2137d,mosquito repellent honey +eggs,3,lotion,,
cbc20cb7,jojowel shower steamers,3,bubble bath,,
12229e8f,foley ballon catheter,3,catheter,,
f3522a8a,novophan energizing,746,Shampoo,,
6690c232,stop akn astringent tonic lotion,747,Lotion,30.0,bottle
693ab8db,diclopinda,748,Suppository,10.0,strip
2b190f3c,colgate sensation white,749,tooth paste,30.0,bottle
a2da0ea8,burinex,750,Tablet,10.0,strip
01c28d62,onlefit capsul hikma,3,Capsule,,
3b128f99,zazgin,751,Capsule,3.0,strip
146d9c4e,fines hair booster biotin,3,Gum,,
e336b91b,faloxim,752,Suspension,6.0,strip
81f506a5,tiger fitting insertions,269,Tablet,2.0,ml
9c1b002f,plavineer,753,Tablet,10.0,strip
4a37c814,vaseline blue seal orginal,754,vaseline,100.0,bottle
de46970a,tiara trio,755,Tablet,4.0,strip
88c819e0,philaquin,756,Cream,10.0,strip
a9eada01,active d iu,107,Spray,10.0,strip
5f65940f,minoxidil shampoo,757,Shampoo,30.0,bottle
50a3022c,mr gummy mega multi vitamins adult,3,Gummies,,
6420cd07,cetirizine ozon,758,Tablet,10.0,strip
ec8c38be,nystatin iu,697,Tablet,10.0,strip
cbea5a39,accu chek active test strips irani,3,strips,,
f72e512c,zeta cort,759,Cream,10.0,strip
bbb21e14,magnesium hansal,583,Tablet,10.0,strip
9dc10146,cantabria helio oral purewhite,3,Capsule,,
3a49b954,poligrip denture fixative,3,,,
2080e444,cipro quin,760,,10.0,strip
6b3c3080,colo lax,78,sachet,10.0,strip
2ba1955c,saxenda ml pen,761,Pen,10.0,strip
f1879a15,bisoprolol,219,Tablet,10.0,strip
63085095,azeltin,762,Suspension,10.0,strip
dd0a201c,svr fluide sun secure spf +,763,Fluide,10.0,strip
a6312646,devit deva,265,oral drop,10.0,strip
2de88820,corn caps salicylic acid,309,plaster,14.0,strip
3e74b467,tampax super,764,tampons,10.0,strip
0b7dafb8,topicrem hydra+ protective day cream spf,3,Cream,,
011a3aff,qaway rash,765,qawa,10.0,strip
02fcc5e1,nuno baby mamkamzhay znjir,3,sara mama,,
28484dcb,profast,766,Suspension,10.0,strip
dbd25f43,clean on me hydrating body wash,3,BODY WASH,,
e8cd9718,minoxidil arak,305,solution,10.0,strip
e627dff1,naturesplus zinc,63,Tablet,60.0,bottle
4170f0cd,vit e hi pirity,3,Capsule,,
82114a3e,amikacin fresenius,767,Vial,15.0,bottle
85e5d099,cooling gel patch houre,768,,170.0,bottle
ae5ab097,momica m,646,Cream,10.0,strip
bcebea42,betamycin n,769,drop,20.0,tube
74b9adb7,durex play sweet strawberry,770,Gel,30.0,bottle
89ebfa0e,meroway iv,771,Vial pack,10.0,strip
8ab65865,colic biofaktor year,772,drop,10.0,strip
f91a1e4f,roza gel play aloe vera extrac,3,Gel,,
c5c69200,mecozalen oral gel,152,Oral Gel,200.0,bottle
cfe8e894,kendamil first infant milk,3,milk,,
2b0a1141,awalis,99,Tablet,4.0,strip
21fc1988,deslomar,63,Syrup,15.0,strip
722856ee,durex perfect glide,773,lubricant,10.0,strip
71873e99,nitrotoin kleva;,32,Tablet,10.0,strip
55ecad80,benta d,774,Tablet,10.0,strip
368444ec,xy aquagel pj,61,gel,10.0,ml
d447fc3e,digoxin,138,Tablet,10.0,strip
c7c4f4a1,oral b essential floss waxed dental floss,3,dental floss,,
471ec830,colpeg macrogol,775,,10.0,strip
e59e5258,hydroderm lip balm,62,Lip balm,20.0,tube
bd22ace4,minoxidil omega all types of hair,3,Shampoo,,
d4a1149e,vichy dercos densi solutions,776,Shampoo,30.0,bottle
fc9a2bce,bioderma atoderm intensive baume,3,balm,,
4e581af7,fertilhelp for women,3,Capsule,,
bf5c5822,venlax xr,248,Capsule,10.0,strip
f9088115,aveat natural m+,201,bottle milk,10.0,strip
dbf0d191,argin,777,Syrup,10.0,strip
e27d65a9,green pharmacy foot cream calluses,3,foot cream,,
f6ce5f30,rosuvanox,778,Tablet,10.0,strip
1433f51a,head lice,265,Shampoo,75.0,gm
7ca3e29c,pregnav + omega,70,Tablet,10.0,strip
033c2ac6,trimoks atabay,252,,10.0,strip
b75fc99b,amoxivan vanpharma,779,Suspension,10.0,strip
131a4f05,nostril retainer size,393,qalbi lut,10.0,strip
1f0532b5,stiffano,780,Tablet,10.0,strip
def2b909,oxygen mask medium,3,mask,,
c39a4ab3,confido,74,Tablet,10.0,strip
01765386,ivitrogisice,781,ointment,10.0,strip
df793e32,med crepe bandage cm,782,bange,15.0,tube
770de3fb,svr xerial,783,Cream,10.0,strip
d485ca37,bielenda crazy mask mops mask,3,MASK,,
f17a395b,bioderma photoderm max spf,3,Cream,,
336c8c82,vaporal inhalador,162,inhaler,250.0,bottle
95264d60,bethanechol chloride,687,Tablet,10.0,strip
a9d909bb,adhesive surgical dressing,49,,500.0,bottle
a0360860,gastro orange fawar,637,sachet,10.0,strip
ca931c21,disposable protective child mask,3,mask,,
c654c0dc,dolo denk,586,Gel,10.0,strip
43eacecc,loreal elvive aceite oleo extraordinario,3,Shampoo,,
26ea7d2b,prokinin,96,Tablet,10.0,strip
9fe65164,svr sensifine hydra creme ingredients,3,Cream,,
5867a02f,avocom,784,Cream,10.0,strip
b8c28b28,atoderm intensive baume,405,BALM,10.0,tube
d998a193,larius desloratadine,144,Syrup,10.0,strip
9f8d5070,arm sling,785,,10.0,strip
a0232691,wisdom step step years,3,tooth paste,,
90523a6b,digestive syrup sanvista,786,Syrup,100.0,bottle
2878bbf4,sesderma salises moisturizing gel cream,787,Cream,40.0,tube
c43b5c7b,orvasta,788,Tablet,10.0,strip
07816820,neuro pain gm soft gel,133,Capsule,,
e34df9b4,exelon,206,Capsule,14.0,strip
e1145c11,cleace disposable nitrile glove medium,3,gloves,,
97d40fae,ivatherm ivapur hidra,3,Cream,,
8bf6e57e,celecoxib advance celecoxib,3,Tablet,,
0890502c,spironolactone mg rex,63,Tablet,10.0,strip
11ac08fa,lotemax suspension,579,Suspension,60.0,bottle
1f3c9ba5,sulphur,532,soap,10.0,strip
c34e3635,hollywood flawless filter,3,Foundation,,
088559e8,ivatherm cicaderm creme,99,Cream,30.0,tube
4ea8cb3d,motion mg,383,Tablet,10.0,strip
7d99243f,hot & cold bag * cm,758,sahol,10.0,strip
9701b1fd,conforming bandage cm * yds,3,Bandage,,
4d83d576,adhesive plaster * cm,789,plaster,25.0,ml
cbb11ea1,herbikof junior,70,Syrup,10.0,strip
feef8e0f,pregabalin normon hard capsules,188,Capsule,10.0,strip
e47dd516,curcolin brimer,422,Capsule,10.0,strip
757ae502,hi jolla hand gel strawberry,790,Gel,200.0,bottle
edd67131,avene fluide tnted spf,3,fluide,,
44d62dce,kin interdental ultramicro,791,toothbrush,5.0,ml
dd3beced,calpol sixplus,792,sachet,10.0,strip
dfbe966a,nebilet,793,Tablet,10.0,strip
3f318a69,movineer,176,Tablet,10.0,strip
74a87334,protecta world medicine,794,Tablet,10.0,strip
652c2c37,la luxe exotic spa,355,hand cream,10.0,strip
6c8416d2,afrafast,795,sachet,10.0,strip
cd88b195,celia digest,672,,10.0,strip
98ba6613,cyclogest,654,Pessaries,10.0,strip
01e13d81,isis teen derm hydra,796,Cream,10.0,strip
05f9fb51,q dha,394,Tablet,10.0,strip
cefcfb6d,bio balance derma age facial cleansing,3,Gel,,
3cc832dc,amoclan,82,Suspension,10.0,strip
61264ff1,perilin drop,797,drop,10.0,ml
1070ceda,cow gate months,16,milk,30.0,units
1984bef4,supirocin ointment,59,ointment,5.0,tube
9b576bc3,minocet,537,Capsule,10.0,strip
6332e88a,alessia,82,Tablet,10.0,strip
c6736cb5,rosuvanox rousovastatine,307,Tablet,10.0,strip
a8508b65,babe nappy rash cream,237,Cream,50.0,bottle
bdc84042,ditropan sanofi aventis,2,Tablet,10.0,bottle
92fd8171,bielenda carbo detox mixed & oily skin,3,face wash gel,,
7954c226,strepsils warm giger,3,lozenges,,
85c5c514,flagyl sanofi aventis,3,vaginal ovuel,,
497a65d6,smart baby nipple shield,3,sara mama,,
4b8d0f6f,oil afghani,472,oil,10.0,strip
da4b664f,inoar go vegan cambelos cacheados shampoo,3,Shampoo,,
ce63551c,balea enthaarungs creme,207,hair removal,30.0,tube
a378d98e,loreal elivive dream lengthy,798,shampo,170.0,bottle
5b325214,fusiderm cream,799,Cream,10.0,tube
a0f07201,zero p,800,Tablet,10.0,strip
a678d753,portable oral irrigator find your beauty,3,Oral Irrigator,,
460f2386,piodol flu syrup,801,Syrup,60.0,bottle
ebd86f34,dermosept alcohol,495,spray,10.0,ml
9ef779ac,movical,802,sachet,10.0,strip
f293912b,mikostat oint,803,Ointment,10.0,strip
4b6f0c22,phalexin,124,Capsule,10.0,strip
f1f9e42c,johnson baby powder morr,124,powder,1.0,gm
c073b1af,kodex nach delay,804,condoms,10.0,strip
1c163e60,meloxicam mg,63,Tablet,10.0,strip
ce72f1be,tenofovir,2,Tablet,30.0,units
8a103b14,knas n mask black,805,mask,10.0,strip
03c3a2af,etacid,806,Nasal Spray,10.0,strip
546af572,levitra bayer,807,,10.0,strip
483bb46a,pink boto heavy,439,lastic,10.0,strip
d61a14ad,little bud,808,cotton,10.0,strip
184a9e22,disunie nose mask bamboo charcoal,3,lazga,,
0b519efc,pro kids,45,tooth paste,10.0,strip
b1b9626f,lorazepam,291,Tablet,10.0,strip
555232e6,bioderma pediatrics spf +,809,sunscreen,30.0,bottle
7d3c7618,em eukal lemon,810,lozenges,10.0,strip
519a49c2,samacycline ointment,811,eye ointment,25.0,tube
740d6cf6,ezufix,812,Tablet,10.0,strip
6d687e54,kids multi vera gummy,813,gum,10.0,strip
6388646e,the c,566,serum,10.0,strip
3b02f38d,decapeptyl mg,814,syringe,10.0,strip
957ddd93,dahan naam jamid al asly,3,ointment,,
04333760,serelose,815,Syrup,10.0,strip
3dbc4072,pulmocodin cough syrup,238,Syrup,100.0,bottle
a8f5f76c,noreva white xp spf +,3,Cream,,
569c1fc5,lyrica mg,360,Capsule,14.0,strip
5f118a40,pidogrel clopidogrel,24,Tablet,10.0,strip
42b045df,sitaglimet weser,816,Tablet,10.0,strip
a7dcaff5,bisacodyl jsc,191,,10.0,strip
16fdfaae,anginovag ferrer,817,Spray,10.0,strip
aa07d37b,brufen,162,Syrup,15.0,strip
35b0dbb0,kiddy drop,818,drop,10.0,strip
c496a676,olfen,819,Gel,10.0,strip
a1c3bad3,primalac,820,milk,10.0,strip
87dc61c0,pregabalin wockhardt,144,Capsule,10.0,strip
6506a8ac,tetrous,821,eye ointment,5.0,strip
f2a79cdd,gastroprotect mg,822,,10.0,strip
a20e8ee4,thrombo ass,823,Tablet,10.0,strip
f129f550,triamcinolone n n tehran,824,ointment,15.0,tube
3f6f750f,falez ph,825,Cream,10.0,strip
cc0801bd,normal salaine rasan,826,solution,500.0,bottle
4bcdd48e,povidoo w\w suppository,17,Suppository,,
5f939aed,fortrans,486,sachet,10.0,strip
842e9b4f,denk d active,501,Capsule,28.0,strip
a66d0011,neutop,827,Tablet,10.0,strip
f09a33c2,prenatal multivitamin supplement tabs,3,Tablet,,
a50223b3,propranolol accord,307,Tablet,10.0,strip
5801eb04,placera dr,34,Capsule,10.0,strip
06b6e703,hydroderm spf children cream,828,sunscreen,15.0,tube
2b2a4c34,guigoz a r,829,milk,10.0,strip
107eb0b9,golden beauty,830,Tablet,10.0,strip
5b0c6783,derma safe acne derm face & body,3,Soap,,
96ed3264,star hair,831,,10.0,strip
56a2d526,amoxicillin bristol,406,Syrup,10.0,strip
5f57dfa9,pylera,254,Capsule,10.0,strip
0620a0e6,sos lause shampoo,832,Shampoo,60.0,bottle
9a00911e,dextrose & sodium chloride,28,solution,10.0,ml
4a13cb44,movineer pioneer,753,Tablet,10.0,strip
8a5e3194,c + zn,9,Tablet,10.0,strip
eb82ff1f,awa dilazim,833,Tablet,10.0,strip
de0faef2,fersan,831,Tablet,10.0,strip
89dae032,cyprodon cyproheptadine,834,Tablet,30.0,ml
3d417cfe,trimax mr,835,Tablet,10.0,strip
a8d6f0f4,bioderma pigmentbio c concentrate,24,serum,5.0,tube
c178cd2b,lacalut aktiv gum protection &gentle white,3,tooth paste,,
2b4254b4,foltene shampoo anti aging hair rescue,178,Shampoo,60.0,bottle
eaed32e3,hero baby + fruits pure,3,cearelac,,
169f2731,hydrocortisone roussel,836,Tablet,,
89447c9a,baby waterproof ear stickers hanel pcs,3,strips,,
a072c268,gamarde bebe dermo soothing treatment,2,Cream,30.0,tube
aa799867,awasilvadin,281,Cream,10.0,strip
91127826,peak liquid gels ibuprofen,63,Capsule,100.0,bottle
45356467,daonil m,70,Tablet,60.0,units
f2768b13,"omega flax, fish borage",3,Softgel,,
c141a25f,dark spot correcting glow serum,837,serum,60.0,bottle
28e432e3,clidinium c sheet,333,Tablet,10.0,strip
1e1d44f4,nokuf,629,,6.0,strip
166f4763,surgical face mask,49,mask,50.0,ml
460c151c,joly xl pcs,615,daibi,10.0,strip
1ce320c3,garnier skinactive lotion purifiante,838,Toner,30.0,bottle
587a5691,navid ortho knee support for spiral neoprene,3,Tool,,
af5edaef,ferlos,477,vial,30.0,strip
0b6610e0,ovusitol d,839,sachet,10.0,strip
df6db6af,parwave,840,solution,10.0,strip
29e33135,cumlaude lub intima higiene diaria,3,gel,,
0821d189,riva s ml,841,drop,10.0,strip
9249e13d,hermocin,842,Suspension,5.0,strip
4060f0d6,diozart amlodipine+valsartan maddox,191,Tablet,10.0,strip
da0110ce,fixodent fresh complete,843,,10.0,ml
b059ca0f,german zinc,844,effervescent tablet,10.0,strip
e5fec358,amikacin kleva,845,Injection,10.0,strip
4fced415,dr best soft,798,toothbrush,10.0,strip
3b6aaea9,aspegic,846,sachet,10.0,strip
3e70ae08,gastrocell pro,847,sachet,10.0,strip
11a88743,digest support,406,Capsule,10.0,strip
52d922a2,bisacodyl delayed,307,Tablet,10.0,strip
d6c87044,vichy dercos anti roos ds,3,Shampoo,,
2a283c2d,urobiotic sachet,848,sachet,1.0,gm
3ea8b0b3,trimoksazol,393,Syrup,10.0,strip
5514e325,valudorm,570,Capsule,10.0,strip
601f70e9,b green field,849,Tablet,15.0,tube
2bad6a44,rogaine revitalizes,3,Foam,,
87f3a185,prime c prime serum,349,serum,15.0,tube
e03b1c62,kapeet big dots,99,condoms,3.0,bottle
866df6dd,hygroton,850,Tablet,10.0,strip
930c2617,isoplan soft capsules,851,Capsule,,
82f3015e,sure cure,852,Skin Gel,10.0,strip
998618e2,lrp anthelios xl + fluid invisible,3,fluide,,
6880fd52,rebol,853,Syrup,10.0,strip
ad771684,lortin tabelt razi pharma,854,Tablet,60.0,bottle
4b69efd2,fulica dry danduff,855,Shampoo,30.0,bottle
e713e8d8,dr best original soft,856,toothbrush,,
fc680810,golden feeling,857,,10.0,tube
da1a3bd6,infacol,437,Oral Suspension,10.0,strip
b8f57371,dolomark paracetamol +caffeine,307,Tablet,10.0,strip
3251b1e4,marimer hypertonic,324,Spray,15.0,strip
258f9268,kin gingival,858,tooth paste,10.0,strip
f2ed8ee5,bestoxol world medicine,5,Eye Drop,200.0,bottle
3e7e3236,bioderma photoderm akn mat spf,3,Cream,,
f02ef9d3,celia collagen day night,3,Cream,,
2882926f,"hair,skin&nails",3,Tablet,,
3f1b6810,kertyol p s o,859,Shampoo,75.0,gm
